source,target,value,source_label,target_label,step_from,step_to
2,6,3,Talk Namespace Edits,Male,1,2
4,6,50,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,140,Content Namespace Edits,Male,1,2
0,6,9,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,20,User Talk Namespace Edits,Male,1,2
4,6,121,Content Namespace Edits,Male,1,2
0,7,4,User Namespace Edits,Female,1,2
3,7,8,User Talk Namespace Edits,Female,1,2
4,7,63,Content Namespace Edits,Female,1,2
7,9,2,Female,Edits in WikiProjects related to Women,2,3
0,5,7,User Namespace Edits,Unknown,1,2
1,5,23,Wikipedia Namespace Edits,Unknown,1,2
2,5,36,Talk Namespace Edits,Unknown,1,2
3,5,44,User Talk Namespace Edits,Unknown,1,2
4,5,1176,Content Namespace Edits,Unknown,1,2
0,6,57,User Namespace Edits,Male,1,2
1,6,83,Wikipedia Namespace Edits,Male,1,2
2,6,85,Talk Namespace Edits,Male,1,2
3,6,173,User Talk Namespace Edits,Male,1,2
4,6,493,Content Namespace Edits,Male,1,2
0,7,33,User Namespace Edits,Female,1,2
3,7,7,User Talk Namespace Edits,Female,1,2
4,7,104,Content Namespace Edits,Female,1,2
0,5,133,User Namespace Edits,Unknown,1,2
1,5,25,Wikipedia Namespace Edits,Unknown,1,2
2,5,392,Talk Namespace Edits,Unknown,1,2
3,5,151,User Talk Namespace Edits,Unknown,1,2
4,5,2724,Content Namespace Edits,Unknown,1,2
5,8,1,Unknown,Edits in Pages related to Women,2,3
0,6,3,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,118,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,72,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,271,Content Namespace Edits,Unknown,1,2
0,6,69,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,11,Content Namespace Edits,Male,1,2
0,6,78,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,462,Content Namespace Edits,Male,1,2
0,5,55,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
3,5,11,User Talk Namespace Edits,Unknown,1,2
4,5,81,Content Namespace Edits,Unknown,1,2
0,7,51,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,13,Content Namespace Edits,Female,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,11,Wikipedia Namespace Edits,Unknown,1,2
2,5,7,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,29,Content Namespace Edits,Unknown,1,2
0,5,25,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,5,Talk Namespace Edits,Unknown,1,2
4,5,58,Content Namespace Edits,Unknown,1,2
0,5,16,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
4,5,76,Content Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,58,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,6,117,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,74,Content Namespace Edits,Male,1,2
0,5,29,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,24,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,76,Content Namespace Edits,Unknown,1,2
0,7,184,User Namespace Edits,Female,1,2
2,7,6,Talk Namespace Edits,Female,1,2
3,7,1,User Talk Namespace Edits,Female,1,2
4,7,78,Content Namespace Edits,Female,1,2
0,6,8,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,449,Content Namespace Edits,Male,1,2
0,6,30,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,57,Content Namespace Edits,Male,1,2
0,7,91,User Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
3,7,13,User Talk Namespace Edits,Female,1,2
4,7,4,Content Namespace Edits,Female,1,2
0,7,2,User Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
3,7,2,User Talk Namespace Edits,Female,1,2
4,7,83,Content Namespace Edits,Female,1,2
0,6,60,User Namespace Edits,Male,1,2
4,6,1,Content Namespace Edits,Male,1,2
0,6,128,User Namespace Edits,Male,1,2
1,6,82,Wikipedia Namespace Edits,Male,1,2
2,6,159,Talk Namespace Edits,Male,1,2
3,6,218,User Talk Namespace Edits,Male,1,2
4,6,1354,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,6,10,User Namespace Edits,Male,1,2
1,6,112,Wikipedia Namespace Edits,Male,1,2
2,6,128,Talk Namespace Edits,Male,1,2
3,6,89,User Talk Namespace Edits,Male,1,2
4,6,1825,Content Namespace Edits,Male,1,2
0,6,319,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,1284,Content Namespace Edits,Male,1,2
0,6,136,User Namespace Edits,Male,1,2
1,6,185,Wikipedia Namespace Edits,Male,1,2
2,6,250,Talk Namespace Edits,Male,1,2
3,6,558,User Talk Namespace Edits,Male,1,2
4,6,4292,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
4,6,246,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,4551,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
4,6,45,Content Namespace Edits,Male,1,2
0,6,52,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,52,Talk Namespace Edits,Male,1,2
3,6,50,User Talk Namespace Edits,Male,1,2
4,6,607,Content Namespace Edits,Male,1,2
0,6,664,User Namespace Edits,Male,1,2
1,6,370,Wikipedia Namespace Edits,Male,1,2
2,6,92,Talk Namespace Edits,Male,1,2
3,6,381,User Talk Namespace Edits,Male,1,2
4,6,3525,Content Namespace Edits,Male,1,2
0,5,8,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,56,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,32,User Talk Namespace Edits,Unknown,1,2
4,5,60,Content Namespace Edits,Unknown,1,2
0,6,28,User Namespace Edits,Male,1,2
2,6,31,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,68,Content Namespace Edits,Male,1,2
0,6,287,User Namespace Edits,Male,1,2
1,6,3906,Wikipedia Namespace Edits,Male,1,2
2,6,854,Talk Namespace Edits,Male,1,2
3,6,755,User Talk Namespace Edits,Male,1,2
4,6,6250,Content Namespace Edits,Male,1,2
0,5,30,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,2153,Content Namespace Edits,Unknown,1,2
0,5,28,User Namespace Edits,Unknown,1,2
1,5,11,Wikipedia Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
3,5,39,User Talk Namespace Edits,Unknown,1,2
4,5,389,Content Namespace Edits,Unknown,1,2
0,6,232,User Namespace Edits,Male,1,2
1,6,24,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,104,User Talk Namespace Edits,Male,1,2
4,6,266,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,10,Talk Namespace Edits,Unknown,1,2
3,5,10,User Talk Namespace Edits,Unknown,1,2
4,5,35,Content Namespace Edits,Unknown,1,2
0,7,349,User Namespace Edits,Female,1,2
1,7,3247,Wikipedia Namespace Edits,Female,1,2
2,7,1494,Talk Namespace Edits,Female,1,2
3,7,3047,User Talk Namespace Edits,Female,1,2
4,7,19377,Content Namespace Edits,Female,1,2
7,8,86,Female,Edits in Pages related to Women,2,3
0,6,139,User Namespace Edits,Male,1,2
1,6,119,Wikipedia Namespace Edits,Male,1,2
2,6,21,Talk Namespace Edits,Male,1,2
3,6,288,User Talk Namespace Edits,Male,1,2
4,6,492,Content Namespace Edits,Male,1,2
0,5,4,User Namespace Edits,Unknown,1,2
4,5,47,Content Namespace Edits,Unknown,1,2
0,6,152,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,22,Talk Namespace Edits,Male,1,2
3,6,71,User Talk Namespace Edits,Male,1,2
4,6,296,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,68,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,14,User Talk Namespace Edits,Male,1,2
4,6,587,Content Namespace Edits,Male,1,2
0,6,52,User Namespace Edits,Male,1,2
1,6,68,Wikipedia Namespace Edits,Male,1,2
2,6,119,Talk Namespace Edits,Male,1,2
3,6,36,User Talk Namespace Edits,Male,1,2
4,6,1411,Content Namespace Edits,Male,1,2
0,6,19,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,84,User Talk Namespace Edits,Male,1,2
4,6,2,Content Namespace Edits,Male,1,2
0,6,36,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,9,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,35,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,55,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
4,5,61,Content Namespace Edits,Unknown,1,2
0,5,5,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,137,Content Namespace Edits,Unknown,1,2
0,7,124,User Namespace Edits,Female,1,2
2,7,7,Talk Namespace Edits,Female,1,2
3,7,5,User Talk Namespace Edits,Female,1,2
4,7,128,Content Namespace Edits,Female,1,2
0,6,38,User Namespace Edits,Male,1,2
1,6,19,Wikipedia Namespace Edits,Male,1,2
2,6,67,Talk Namespace Edits,Male,1,2
3,6,194,User Talk Namespace Edits,Male,1,2
4,6,814,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,46,Talk Namespace Edits,Male,1,2
3,6,29,User Talk Namespace Edits,Male,1,2
4,6,123,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,133,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,119,Content Namespace Edits,Male,1,2
0,6,35,User Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,6,34,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,270,Content Namespace Edits,Male,1,2
0,6,880,User Namespace Edits,Male,1,2
1,6,231,Wikipedia Namespace Edits,Male,1,2
2,6,418,Talk Namespace Edits,Male,1,2
3,6,1139,User Talk Namespace Edits,Male,1,2
4,6,7559,Content Namespace Edits,Male,1,2
0,6,789,User Namespace Edits,Male,1,2
1,6,514,Wikipedia Namespace Edits,Male,1,2
2,6,166,Talk Namespace Edits,Male,1,2
3,6,138,User Talk Namespace Edits,Male,1,2
4,6,1306,Content Namespace Edits,Male,1,2
0,6,56,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,42,Content Namespace Edits,Male,1,2
0,5,44,User Namespace Edits,Unknown,1,2
1,5,26,Wikipedia Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,23,User Talk Namespace Edits,Unknown,1,2
4,5,94,Content Namespace Edits,Unknown,1,2
0,5,37,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,82,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
4,6,43,Content Namespace Edits,Male,1,2
0,5,3,User Namespace Edits,Unknown,1,2
4,5,52,Content Namespace Edits,Unknown,1,2
0,5,9,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,19,User Talk Namespace Edits,Unknown,1,2
4,5,52,Content Namespace Edits,Unknown,1,2
0,6,214,User Namespace Edits,Male,1,2
1,6,123,Wikipedia Namespace Edits,Male,1,2
2,6,201,Talk Namespace Edits,Male,1,2
3,6,105,User Talk Namespace Edits,Male,1,2
4,6,1925,Content Namespace Edits,Male,1,2
0,6,47,User Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,44,User Talk Namespace Edits,Male,1,2
4,6,277,Content Namespace Edits,Male,1,2
0,5,52,User Namespace Edits,Unknown,1,2
4,5,1,Content Namespace Edits,Unknown,1,2
0,6,24,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,57,Content Namespace Edits,Male,1,2
0,6,508,User Namespace Edits,Male,1,2
1,6,18,Wikipedia Namespace Edits,Male,1,2
2,6,68,Talk Namespace Edits,Male,1,2
3,6,33,User Talk Namespace Edits,Male,1,2
4,6,439,Content Namespace Edits,Male,1,2
0,6,11,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
4,6,93,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,42,Talk Namespace Edits,Male,1,2
3,6,26,User Talk Namespace Edits,Male,1,2
4,6,89,Content Namespace Edits,Male,1,2
0,7,6,User Namespace Edits,Female,1,2
1,7,8,Wikipedia Namespace Edits,Female,1,2
2,7,27,Talk Namespace Edits,Female,1,2
3,7,6,User Talk Namespace Edits,Female,1,2
4,7,96,Content Namespace Edits,Female,1,2
0,6,4,User Namespace Edits,Male,1,2
4,6,90,Content Namespace Edits,Male,1,2
0,6,45,User Namespace Edits,Male,1,2
1,6,84,Wikipedia Namespace Edits,Male,1,2
2,6,194,Talk Namespace Edits,Male,1,2
3,6,237,User Talk Namespace Edits,Male,1,2
4,6,8122,Content Namespace Edits,Male,1,2
0,5,141,User Namespace Edits,Unknown,1,2
1,5,26,Wikipedia Namespace Edits,Unknown,1,2
2,5,47,Talk Namespace Edits,Unknown,1,2
3,5,48,User Talk Namespace Edits,Unknown,1,2
4,5,683,Content Namespace Edits,Unknown,1,2
0,6,16,User Namespace Edits,Male,1,2
1,6,18,Wikipedia Namespace Edits,Male,1,2
2,6,38,Talk Namespace Edits,Male,1,2
3,6,93,User Talk Namespace Edits,Male,1,2
4,6,1163,Content Namespace Edits,Male,1,2
0,6,88,User Namespace Edits,Male,1,2
1,6,30,Wikipedia Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,412,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,92,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,60,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,52,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
1,5,11,Wikipedia Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,198,Content Namespace Edits,Unknown,1,2
0,6,24,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,25,Talk Namespace Edits,Male,1,2
3,6,43,User Talk Namespace Edits,Male,1,2
4,6,305,Content Namespace Edits,Male,1,2
0,6,26,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,16,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,125,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,103,Content Namespace Edits,Male,1,2
0,6,89,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,23,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,49,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,7,User Talk Namespace Edits,Unknown,1,2
4,5,43,Content Namespace Edits,Unknown,1,2
0,6,5,User Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,513,Content Namespace Edits,Male,1,2
0,6,89,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,171,Content Namespace Edits,Male,1,2
0,6,183,User Namespace Edits,Male,1,2
1,6,330,Wikipedia Namespace Edits,Male,1,2
2,6,63,Talk Namespace Edits,Male,1,2
3,6,251,User Talk Namespace Edits,Male,1,2
4,6,1678,Content Namespace Edits,Male,1,2
0,5,41,User Namespace Edits,Unknown,1,2
4,5,46,Content Namespace Edits,Unknown,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,36,Content Namespace Edits,Male,1,2
0,5,10,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,34,Content Namespace Edits,Unknown,1,2
0,6,14,User Namespace Edits,Male,1,2
3,6,12,User Talk Namespace Edits,Male,1,2
4,6,23,Content Namespace Edits,Male,1,2
0,5,28,User Namespace Edits,Unknown,1,2
1,5,11,Wikipedia Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,22,User Talk Namespace Edits,Unknown,1,2
4,5,493,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,42,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,17,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
2,5,10,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,322,Content Namespace Edits,Unknown,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,260,Content Namespace Edits,Male,1,2
0,6,23,User Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,1407,Content Namespace Edits,Male,1,2
0,6,24,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,128,Content Namespace Edits,Male,1,2
0,6,153,User Namespace Edits,Male,1,2
1,6,97,Wikipedia Namespace Edits,Male,1,2
2,6,53,Talk Namespace Edits,Male,1,2
3,6,106,User Talk Namespace Edits,Male,1,2
4,6,1550,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
4,6,99,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,40,Content Namespace Edits,Male,1,2
0,6,156,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,56,User Talk Namespace Edits,Male,1,2
4,6,173,Content Namespace Edits,Male,1,2
0,6,105,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,2,Content Namespace Edits,Male,1,2
0,6,59,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
3,6,20,User Talk Namespace Edits,Male,1,2
4,6,2158,Content Namespace Edits,Male,1,2
0,6,1031,User Namespace Edits,Male,1,2
1,6,1110,Wikipedia Namespace Edits,Male,1,2
2,6,514,Talk Namespace Edits,Male,1,2
3,6,292,User Talk Namespace Edits,Male,1,2
4,6,17598,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,160,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,12,Talk Namespace Edits,Male,1,2
3,6,94,User Talk Namespace Edits,Male,1,2
4,6,1134,Content Namespace Edits,Male,1,2
0,5,23,User Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,53,Content Namespace Edits,Unknown,1,2
0,6,30,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,11,Content Namespace Edits,Male,1,2
0,6,107,User Namespace Edits,Male,1,2
1,6,46,Wikipedia Namespace Edits,Male,1,2
2,6,267,Talk Namespace Edits,Male,1,2
3,6,151,User Talk Namespace Edits,Male,1,2
4,6,7812,Content Namespace Edits,Male,1,2
6,8,17,Male,Edits in Pages related to Women,2,3
0,6,1,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
4,6,101,Content Namespace Edits,Male,1,2
0,6,23,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,893,Content Namespace Edits,Male,1,2
0,5,8,User Namespace Edits,Unknown,1,2
1,5,7,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,104,Content Namespace Edits,Unknown,1,2
0,5,15,User Namespace Edits,Unknown,1,2
2,5,5,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,327,Content Namespace Edits,Unknown,1,2
0,5,12,User Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
4,5,32,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,55,Content Namespace Edits,Unknown,1,2
0,6,473,User Namespace Edits,Male,1,2
1,6,204,Wikipedia Namespace Edits,Male,1,2
2,6,82,Talk Namespace Edits,Male,1,2
3,6,368,User Talk Namespace Edits,Male,1,2
4,6,17679,Content Namespace Edits,Male,1,2
0,7,1,User Namespace Edits,Female,1,2
3,7,1,User Talk Namespace Edits,Female,1,2
4,7,1894,Content Namespace Edits,Female,1,2
0,6,57,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,33,Talk Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,591,Content Namespace Edits,Male,1,2
